id,country,region,latitude,longitude,elevation,timezone
71886,CA,BC,49.4667,-120.5167,700,America/Vancouver
D0979,DE,HE,50.7364,8.2672,314,Europe/Berlin
94839,AU,VIC,-36.3,143.3,132,Australia/Melbourne
82281,BR,MA,-2.6,-44.2333,53,America/Belem
E7R70,CA,ON,46.1,-79.52,213,America/Nipigon
84248,EC,O,-3.25,-79.9667,4,Pacific/Galapagos
42099,IN,PB,30.8667,75.9333,255,Asia/Kolkata
67067,MG,A,-17.6333,48.5,780,Indian/Antananarivo
D7075,DE,BY,48.702,11.8493,425,Europe/Berlin
45005,HK,BL,22.3,114.1667,32,Asia/Hong_Kong
76342,MX,COA,26.8833,-101.4167,615,America/Monterrey
36G8S,CA,SK,55.84,-108.42,434,America/Regina
60405,DZ,GUE,36.5,7.7167,0,Africa/Algiers
16320,IT,PU,40.65,17.95,15,Europe/Rome
43227,IN,KA,14.7833,75.4,573,Asia/Kolkata
71851,CA,MB,49.9,-98.28,273,America/Winnipeg
78701,HN,IB,16.4667,-86.0667,2,America/Tegucigalpa
42837,IN,GJ,21.0833,71.7833,8,Asia/Kolkata
KSSF0,US,TX,29.337,-98.471,176,America/Chicago
71674,CA,AB,52.55,-112.12,721,America/Edmonton
81774,BR,PB,-6.8356,-38.3114,234,America/Fortaleza
93781,NZ,CAN,-43.4833,172.5167,37,Pacific/Auckland
UWKS0,RU,CU,56.0833,47.35,170,Europe/Moscow
48475,TH,PK,12.5833,99.95,5,Asia/Bangkok
KS320,US,ND,47.4228,-98.1059,434,America/Chicago
31977,RU,PRI,43.2667,132.05,82,Asia/Vladivostok
80476,VE,V,10.5167,-71.65,26,America/Caracas
71987,CA,PE,47.06,-64.0,8,America/Halifax
64659,CF,HMB,5.4,26.5,650,Asia/Colombo
D0071,DE,BW,48.2156,8.9784,759,Europe/Berlin
48402,TH,CN,15.1581,100.1914,15,Asia/Bangkok
72782,US,WA,47.4,-120.2,379,America/Los_Angeles
34122,RU,VOR,51.65,39.25,154,Europe/Moscow
D3740,DE,SN,50.9933,13.9808,195,Europe/Berlin
37876,AM,VL,39.7667,45.3333,1317,Asia/Yerevan
KGXA0,US,CA,34.5666,-117.6704,923,America/Los_Angeles
KFHB0,US,FL,30.6118,-81.4612,5,America/New_York
11692,CZ,VY,49.1667,16.1333,472,Europe/Prague
40153,IL,H,32.9667,35.5,934,Asia/Jerusalem
16058,IT,PM,44.9339,6.8222,1399,Europe/Rome
92072,PG,WB,-5.4667,150.4,8,Pacific/Port_Moresby
35302,KZ,ZAP,50.2,51.1667,16,Asia/Oral
HJ26V,CA,BC,49.35,-124.51,30,America/Vancouver
17190,TR,AFY,38.75,30.5333,1034,Europe/Istanbul
45007,HK,BL,22.3333,114.1833,5,Asia/Hong_Kong
12135,PL,PM,54.6,18.8167,1,Europe/Warsaw
RKTP0,KR,HN,36.4,126.35,31,Asia/Seoul
47055,KP,KAN,39.1833,127.4333,35,Asia/Pyongyang
71103,CA,BC,53.0333,-122.5167,545,America/Vancouver
ZGDY0,CN,HN,29.1028,110.443,211,Asia/Shanghai
47134,KR,KB,36.6333,128.35,108,Asia/Seoul
95621,AU,WA,-33.4,116.2,200,Australia/Perth
86315,UY,,-30.2667,-57.5833,54,America/Montevideo
72413,US,KY,37.4833,-82.5167,209,America/New_York
FSE8R,US,CA,38.95535,-121.08636,467,America/Los_Angeles
10453,DE,ST,51.8,10.6167,1142,Europe/Berlin
48692,SG,CS,1.4167,103.8833,11,Asia/Singapore
42116,IN,UP,30.55,79.5667,1875,Asia/Kolkata
KGKY0,US,TX,32.6639,-97.0943,191,America/Chicago
29736,RU,NVS,54.3333,84.2167,198,Asia/Krasnoyarsk
5XE6M,CA,NL,47.71,-59.31,32,America/St_Johns
02773,FI,,60.45,22.1833,8,Europe/Helsinki
33495,UA,MY,49.6167,33.2667,96,Europe/Kiev
43324,IN,TN,11.1667,79.0,75,Asia/Kolkata
KPBG0,US,NY,44.6509,-73.4681,71,America/New_York
07D7K,DE,BY,50.3571,10.8832,450,Europe/Berlin
01203,NO,SF,62.0333,4.9833,41,Europe/Oslo
61769,GW,BL,11.5833,-15.4833,18,Africa/Bissau
47637,JP,NN,35.5167,137.8333,482,Asia/Tokyo
KSRC0,US,AR,35.2106,-91.7375,81,America/Chicago
KCPC0,US,NC,34.2729,-78.715,30,America/New_York
D7327,DE,SN,50.8836,13.0425,326,Europe/Berlin
KPAN0,US,AZ,34.2568,-111.3393,1572,America/Phoenix
83597,BR,ES,-19.4,-40.0667,28,America/Bahia
T81NZ,CA,NU,68.54,-89.81,16,America/Cambridge_Bay
KBIX0,US,MS,30.4104,-88.9244,10,America/Chicago
81703,BR,AM,-2.6389,-56.7561,35,America/Manaus
26425,LV,JL,56.65,23.7333,9,Europe/Riga
26477,RU,PSK,56.35,30.6167,98,Europe/Moscow
85230,BO,TA,-17.5833,-69.6,4054,America/La_Paz
KEDC0,US,TX,30.3975,-97.5664,189,America/Chicago
30337,RU,IRK,56.3167,107.6167,357,Asia/Irkutsk
ESOH0,SE,S,60.0201,13.5789,144,Europe/Stockholm
16312,IT,PU,40.7667,16.9333,345,Europe/Rome
LIER0,IT,OR,39.8964,8.6417,9,Europe/Rome
KOKH0,US,WA,48.2515,-122.6737,59,America/Los_Angeles
86897,BR,PR,-23.3903,-53.6597,385,America/Sao_Paulo
YOGKW,CA,YT,61.37,-139.04,806,America/Whitehorse
KENL0,US,IL,38.5151,-89.0911,163,America/Chicago
D4150,DE,NW,51.8118,7.0907,59,Europe/Berlin
71686,CA,BC,50.0878,-122.9756,933,America/Vancouver
94661,AU,SA,-33.7,136.5,193,Australia/Adelaide
81910,BR,PE,-7.54,-40.03,464,America/Recife
71565,CA,AB,52.55,-114.47,947,America/Edmonton
KVBT0,US,AR,36.3457,-94.2193,396,America/Chicago
86741,BR,MG,-16.1606,-42.3097,495,America/Sao_Paulo
TXQWW,US,VA,37.9658,-77.7459,106,America/New_York
01419,NO,RO,59.0508,6.1211,300,Europe/Oslo
37107,RU,AL,43.6833,40.2,564,Europe/Volgograd
67221,MZ,NI,-13.7333,37.55,836,Africa/Maputo
64402,CG,BO,-3.9833,13.9167,509,Africa/Brazzaville
71272,CA,ON,44.85,-79.8667,183,America/Toronto
D4016,DE,BY,49.8526,10.1006,284,Europe/Berlin
41594,PK,P,32.05,72.6667,187,Asia/Karachi
K40J0,US,FL,30.0693,-83.5806,13,America/New_York
47185,KR,,33.2833,126.1667,72,Asia/Seoul
86800,BR,MG,-19.8839,-43.9694,869,America/Sao_Paulo
63793,KE,CO,-3.4,38.5667,579,Africa/Nairobi
83574,BR,MG,-20.0333,-48.9333,543,America/Sao_Paulo
47615,JP,TC,36.55,139.8667,119,Asia/Tokyo
KHIO0,US,OR,45.5406,-122.9502,63,America/Los_Angeles
60320,ES,CE,35.9,-5.3167,2,Europe/Madrid
28382,RU,OMS,57.6833,71.1833,56,Asia/Omsk
08536,PT,LI,38.7667,-9.1333,114,Europe/Lisbon
38867,RU,BDS,38.2833,71.3333,1737,Asia/Dushanbe
KSQI0,US,IL,41.7428,-89.6763,197,America/Chicago
VYTN0,MM,KC,26.367,96.733,210,Asia/Rangoon
KSBP0,US,CA,35.2373,-120.6426,65,America/Los_Angeles
48567,TH,TG,7.5167,99.6167,14,Asia/Bangkok
11993,SK,PR,48.9333,22.0,177,Europe/Bratislava
57Z0A,US,CO,40.1046,-102.7128,1256,America/Denver
KEZS0,US,WI,44.7873,-88.56,248,America/Chicago
15099,RO,CJ,46.8667,23.05,561,Europe/Bucharest
KMWH0,US,WA,47.2086,-119.3191,362,America/Los_Angeles
91348,FM,P,6.9833,158.2,2,Pacific/Ponape
27208,RU,TVE,57.8,35.9,140,Europe/Moscow
KFTG0,US,CO,39.7852,-104.5431,1680,America/Denver
YO0CJ,CA,NB,47.8,-64.87,11,America/Moncton
SCRD0,CL,VS,-33.0683,-71.5575,335,America/Santiago
98436,PH,BTG,13.95,121.3833,0,Asia/Manila
78062,BS,WB,26.55,-78.7,2,America/Nassau
01124,NO,NT,64.1586,12.4692,195,Europe/Oslo
16271,IT,PU,41.1206,16.8836,10,Europe/Rome
RJNA0,JP,AI,35.255,136.924,16,Asia/Tokyo
MUCL0,CU,IJ,21.6167,-81.55,2,America/Havana
KI350,US,KY,36.8593,-83.3585,473,America/New_York
10948,DE,BY,47.4,10.2833,810,Europe/Berlin
93947,NZ,STL,-52.55,169.15,15,Pacific/Auckland
KBHK0,US,MT,46.3476,-104.2594,908,America/Denver
01368,NO,OP,61.0,9.3,822,Europe/Oslo
KFRM0,US,MN,43.6439,-94.4156,354,America/Chicago
26179,RU,NGR,58.5167,31.25,24,Europe/Moscow
29974,RU,KYA,52.8833,93.0167,1404,Asia/Krasnoyarsk
41768,PK,S,25.5167,69.7833,5,Asia/Karachi
97310,ID,NT,-8.2667,122.9667,9,Asia/Makassar
KONA0,US,MN,44.0772,-91.7083,200,America/Chicago
01366,NO,OP,61.5667,8.0,1415,Europe/Oslo
95643,AU,WA,-33.0789,115.8806,40,Australia/Perth
10305,DE,NI,52.5167,7.3,24,Europe/Berlin
49629,CA,NL,53.56,-64.11,440,America/Goose_Bay
KFCH0,US,CA,36.7321,-119.8203,85,America/Los_Angeles
86260,PY,MI,-26.6667,-57.15,126,America/Asuncion
KHEQ0,US,CO,40.5694,-102.2727,1137,America/Denver
5WIOQ,US,OH,39.9327,-83.462,330,America/New_York
83361,BR,MT,-15.55,-56.1167,151,America/Cuiaba
42830,IN,GJ,21.65,69.6667,5,Asia/Kolkata
10238,DE,NI,52.8167,9.9333,70,Europe/Berlin
D3413,DE,HE,50.4522,8.7317,155,Europe/Berlin
43081,IN,AP,18.6667,78.1,379,Asia/Kolkata
06647,CH,AG,47.5383,8.2294,334,Europe/Zurich
KRNC0,US,TN,35.6987,-85.8438,314,America/Chicago
94203,AU,WA,-18.0,122.2,17,Australia/Perth
KHHR0,US,CA,33.9228,-118.3352,20,America/Los_Angeles
33990,UA,KR,45.4833,34.1667,66,Europe/Simferopol
71842,CA,ON,50.11,-91.91,383,America/Winnipeg
OIBJ0,IR,BSH,27.8205,52.3522,662,Asia/Tehran
MDAB0,DO,SM,19.1986,-69.4298,17,America/Santo_Domingo
83221,BR,BA,-12.2,-38.9,234,America/Bahia
D4712,DE,BW,48.0821,8.0919,419,Europe/Berlin
86968,BR,SC,-28.1264,-49.4792,1810,America/Sao_Paulo
KMHE0,US,SD,43.7748,-98.0386,398,America/Chicago
70116,US,AK,65.6167,-168.05,9,America/Juneau
22271,RU,NEN,67.8833,44.1333,16,Europe/Moscow
03761,GB,HAM,51.2333,-0.95,123,Europe/London
51747,CN,XJ,39.0,83.6667,1099,Asia/Urumqi
84072,EC,P,-0.1667,-78.4833,2812,Pacific/Galapagos
29498,RU,IRK,56.35,98.3667,0,Asia/Irkutsk
27441,RU,IVA,56.85,41.4,0,Europe/Moscow
N74GR,CA,ON,49.83,-92.74,413,America/Rainy_River
KGRK0,US,TX,31.0673,-97.8289,309,America/Chicago
KEWK0,US,KS,38.0582,-97.2745,467,America/Chicago
42147,IN,UP,29.4667,79.65,2310,Asia/Kolkata
NV4G7,CA,NL,49.11,-53.58,19,America/St_Johns
25705,RU,MAG,62.45,152.3167,260,Asia/Magadan
86654,BR,BA,-12.5603,-41.3889,439,America/Bahia
40765,IR,KRM,34.5167,45.5833,378,Asia/Tehran
02799,FI,OU,64.3,30.1667,197,Europe/Helsinki
37196,GE,AB,43.1167,41.7333,952,Asia/Tbilisi
D4488,DE,NW,51.2127,8.2672,443,Europe/Berlin
95142,AU,NT,-12.1,134.2,28,Australia/Darwin
67586,MW,,-13.7833,33.7667,1229,Africa/Blantyre
D5297,DE,HE,51.2428,8.9714,300,Europe/Berlin
95669,AU,SA,-34.2972,138.0014,2,Australia/Adelaide
40061,SY,HI,34.55,38.3,408,Asia/Damascus
71244,CA,AB,49.13,-112.05,1050,America/Edmonton
31168,RU,KHA,56.45,138.15,9,Asia/Sakhalin
FYLZ0,NA,KA,-26.6833,15.25,130,Africa/Windhoek
62790,SD,SF,12.05,24.8833,67,Africa/Khartoum
D2928,DE,SN,51.3151,12.4462,138,Europe/Berlin
16754,GR,M,35.3333,25.1833,37,Europe/Athens
KC620,US,IN,41.4727,-85.2608,306,America/Indiana/Indianapolis
71844,CA,ON,53.8,-89.8833,222,America/Winnipeg
KVEMH,DE,BW,48.4692,8.6304,567,Europe/Berlin
57131,CN,SA,34.4333,108.9667,411,Asia/Chongqing
KHLC0,US,KS,39.3802,-99.8315,682,America/Chicago
IZ20B,CA,BC,50.05,-126.78,103,America/Vancouver
C5G6L,CA,NB,47.46,-66.42,625,America/Moncton
82326,BR,AM,-3.8333,-62.0833,48,America/Manaus
11126,AT,TR,47.2167,11.4667,2247,Europe/Vienna
94356,AU,QLD,-20.0,146.3,291,Australia/Brisbane
07090,FR,M,49.0833,6.1333,190,Europe/Paris
D6105,DE,SH,54.3194,9.8051,14,Europe/Berlin
SI3WP,CA,BC,54.03,-132.13,6,America/Vancouver
43309,IN,AN,12.9167,92.9167,27,Asia/Kolkata
PAPO0,US,AK,68.3488,-166.7994,6,America/Nome
72533,US,IN,41.0,-85.0333,248,America/Indiana/Indianapolis
41265,OM,SN,22.7406,58.5053,469,Asia/Muscat
06612,CH,NE,47.0833,6.8,1018,Europe/Zurich
71144,CA,MB,50.5,-98.04,250,America/Winnipeg
81702,BR,AM,-2.5347,-57.7583,17,America/Manaus
FAGM0,ZA,GT,-26.25,28.0,1668,Africa/Lusaka
03962,IE,CE,52.7,-8.9167,14,Europe/Dublin
D7429,DE,BW,49.425,9.3314,334,Europe/Berlin
97240,ID,NB,-8.5333,116.0667,3,Asia/Makassar
KEQY0,US,NC,35.0188,-80.6202,208,America/New_York
34581,RU,ZAP,48.7667,47.4333,4,Asia/Oral
94938,AU,NSW,-35.4,150.5,36,Australia/Sydney
71395,CA,NS,44.88,-63.51,145,America/Halifax
71234,CA,AB,50.0,-113.64,1009,America/Edmonton
LMMM0,MT,MT,35.9,14.5333,95,Europe/Malta
06455,BE,WAL,50.1,4.6,231,Europe/Brussels
71426,CA,QC,48.07,-69.56,6,America/Toronto
71564,CA,MB,49.19,-98.08,298,America/Winnipeg
02823,FI,LL,67.9667,23.6833,253,Europe/Helsinki
KAUG0,US,ME,44.3206,-69.7973,107,America/New_York
71792,CA,AB,52.12,-112.16,843,America/Edmonton
37753,AZ,XIZ,40.8667,48.9333,1099,Asia/Baku
07070,FR,G,49.3,4.0333,95,Europe/Paris
80094,CO,SAN,7.1,-73.2,1189,America/Bogota
62660,SD,ASH,18.55,31.85,249,Africa/Khartoum
64654,CF,BBA,8.4,20.65,510,Asia/Colombo
47827,JP,KS,31.55,130.55,4,Asia/Tokyo
D1300,DE,NW,51.254,8.1565,351,Europe/Berlin
22778,RU,ARK,62.2333,45.0167,53,Europe/Moscow
87663,AR,B,-37.2333,-57.0333,7,America/Argentina/Buenos_Aires
42460,IN,MP,25.6667,78.4667,227,Asia/Kolkata
47777,JP,WK,34.2333,135.1667,14,Asia/Tokyo
62750,SD,WN,14.0,32.3333,378,Africa/Khartoum
96449,MY,SR,4.3333,113.9833,17,Asia/Kuching
03746,GB,ENG,51.1667,-1.75,124,Europe/London
86925,BR,PR,-25.6017,-54.4842,231,America/Sao_Paulo
94688,AU,SA,-35.3333,140.5167,99,Australia/Adelaide
10289,DE,BB,53.3167,13.9333,55,Europe/Berlin
EKHR0,DK,,55.5089,7.8749,-9999,Europe/Copenhagen
71712,CA,QC,45.12,-74.29,49,America/Toronto
01160,NO,NO,68.15,14.65,11,Europe/Oslo
KHQZ0,US,TX,32.747,-96.5304,136,America/Chicago
80441,VE,B,8.95,-64.15,262,America/Caracas
31636,RU,KHA,49.55,134.7333,226,Asia/Sakhalin
48679,MY,JH,1.6333,103.6667,37,Asia/Kuala_Lumpur
70298,US,AK,60.0833,-142.5,4,America/Juneau
26059,RU,LEN,59.3667,28.6,19,Europe/Moscow
47738,JP,TK,33.1167,139.7833,92,Asia/Tokyo
94854,AU,VIC,-38.0,144.5,11,Australia/Melbourne
89570,AQ,,-68.4692,78.8169,543,Antarctica/Mawson
27760,RU,MO,54.1333,45.2333,0,Europe/Moscow
KQIW0,HN,PZ,14.0,-88.0,852,America/Tegucigalpa
07179,FR,M,48.7833,5.4833,285,Europe/Paris
KDFI0,US,OH,41.3375,-84.4288,216,America/New_York
22324,RU,MUR,66.6833,34.35,40,Europe/Moscow
68938,ZA,EC,-34.2,24.8333,7,Africa/Lusaka
71098,CA,NU,60.4167,-64.85,31,America/Pangnirtung
40007,SY,HL,36.1833,37.2,393,Asia/Damascus
64656,CF,OR,4.7333,22.8333,499,Asia/Colombo
03302,GB,WLS,53.25,-4.5333,1,Europe/London
83920,BR,SC,-28.2833,-49.9167,1402,America/Sao_Paulo
D7321,DE,TH,51.1507,11.3321,160,Europe/Berlin
RKYXW,CA,BC,58.65,-124.24,810,America/Fort_Nelson
KH710,US,OK,36.2254,-95.3301,190,America/Chicago
69868,CO,VIC,5.52,-68.66,87,America/Bogota
14528,BA,ZD,44.8167,15.8833,246,Europe/Sarajevo
SLVG0,BO,S,-18.4825,-64.0994,1997,America/La_Paz
38943,TJ,KT,37.9167,69.7833,0,Asia/Dushanbe
43344,IN,TN,10.7667,78.7167,85,Asia/Kolkata
41437,YE,SH,14.5167,46.85,1067,Asia/Aden
71839,CA,AB,49.3,-113.36,1115,America/Edmonton
12950,HU,TO,46.5833,18.85,97,Europe/Budapest
KSUZ0,US,AR,34.5904,-92.4794,119,America/Chicago
37832,AZ,BAR,40.3667,47.1333,67,Asia/Baku
28225,RU,PER,57.95,56.2,170,Asia/Yekaterinburg
33312,UA,ZT,50.6,27.6333,216,Europe/Kiev
41020,SA,ML,21.4167,39.2167,10,Asia/Riyadh
KEEN0,US,NH,42.8984,-72.2708,149,America/New_York
02807,FI,LL,68.6167,27.4167,147,Europe/Helsinki
65123,NG,NI,9.6167,6.5333,262,Africa/Lagos
71035,CA,AB,51.62,-113.66,914,America/Edmonton
84131,EC,N,-0.7833,-75.5167,220,Pacific/Galapagos
U6MDE,CA,AB,52.97,-111.0,698,America/Edmonton
26515,LT,TL,55.9667,22.25,153,Europe/Vilnius
42559,IN,MP,24.65,77.3167,477,Asia/Kolkata
D6310,DE,MV,54.1049,13.8239,1,Europe/Berlin
KPCZ0,US,WI,44.3332,-89.0198,256,America/Chicago
36015,KZ,PAV,51.4833,77.7667,144,Asia/Almaty
68276,ZA,LP,-24.1833,29.0167,1116,Africa/Lusaka
KFEW0,US,WY,41.1333,-104.8672,1878,America/Denver
SJNHP,CA,NT,60.02,-111.96,205,America/Yellowknife
95485,AU,NSW,-29.4,142.1,178,Australia/Sydney
06120,DK,SD,55.4833,10.3333,17,Europe/Copenhagen
84677,PE,CU,-13.2667,-70.6667,619,America/Lima
50978,CN,HL,45.2833,130.95,234,Asia/Harbin
KCVH0,US,CA,36.8933,-121.4103,70,America/Los_Angeles
24382,RU,SA,66.45,143.2333,196,Asia/Magadan
KFNB0,US,NE,40.0788,-95.592,300,America/Chicago
41895,BD,RAJ,24.3667,88.7,17,Asia/Dhaka
KCCO0,US,GA,33.3116,-84.7698,296,America/New_York
G23HB,CA,QC,45.12,-74.05,46,America/Toronto
52787,CN,GS,37.2,102.8667,3044,Asia/Chongqing
33339,UA,KV,50.0833,29.9167,209,Europe/Kiev
04092,IS,,64.6442,-14.2828,3,Atlantic/Reykjavik
42140,IN,UP,29.85,77.8833,273,Asia/Kolkata
FAMR0,ZA,MP,-24.55,30.8667,1826,Africa/Johannesburg
94294,AU,QLD,-19.2,146.8,6,Australia/Brisbane
97126,ID,SN,-2.55,120.3667,50,Asia/Makassar
01427,NO,VA,58.1167,6.5667,14,Europe/Oslo
17062,TR,IST,40.9667,29.0833,33,Europe/Istanbul
YLIS0,AU,NSW,-28.8303,153.26,11,Australia/Sydney
81985,BR,MA,-9.1081,-45.9319,281,America/Fortaleza
43533,MV,,6.7333,73.15,1,Indian/Maldives
42768,IN,MP,22.1,79.0,675,Asia/Kolkata
71282,CA,ON,44.55,-79.22,221,America/Toronto
71181,CA,NL,47.14,-55.33,29,America/St_Johns
48580,TH,PI,6.7833,101.15,5,Asia/Bangkok
68747,ZA,EC,-32.7881,26.6294,455,Africa/Johannesburg
53772,CN,SX,37.7833,112.55,779,Asia/Shanghai
87791,AR,R,-40.85,-63.0167,6,America/Argentina/Buenos_Aires
94149,AU,NT,-13.8333,136.4167,20,Australia/Darwin
47434,JP,HK,42.8167,141.6833,27,Asia/Tokyo
86824,BR,MG,-20.7667,-42.8667,712,America/Sao_Paulo
06478,BE,WLG,50.65,5.45,186,Europe/Brussels
D3153,DE,BY,48.6189,12.6233,449,Europe/Berlin
D5513,DE,NW,52.2902,7.8687,92,Europe/Berlin
22520,RU,KR,64.9833,34.8,7,Europe/Moscow
9Y709,US,MT,47.4535,-109.4163,1116,America/Denver
65522,BF,SO,10.3333,-3.1833,333,Africa/Ouagadougou
63SNJ,CA,AB,51.05,-112.1,748,America/Edmonton
67541,ZM,EA,-13.5333,25.85,1234,Africa/Lusaka
56651,CN,YN,26.8333,100.4667,2394,Asia/Chongqing
KADS0,US,TX,32.9686,-96.8364,196,America/Chicago
KVVV0,US,MN,45.3057,-96.4244,336,America/Chicago
C2TMU,CA,AB,53.5,-113.03,750,America/Edmonton
A2URZ,CA,MB,53.16,-99.28,222,America/Winnipeg
15119,RO,BH,46.75,22.8,1848,Europe/Bucharest
LYKV0,RS,RS,43.8181,20.5861,201,Europe/Belgrade
7S1L1,CA,AB,51.78,-114.1,1040,America/Edmonton
1G7T3,CA,NU,56.54,-79.26,34,America/Iqaluit
KPBX0,US,KY,37.5618,-82.5664,448,America/New_York
KDIJ0,US,ID,43.7424,-111.0975,1899,America/Boise
KJST0,US,PA,40.3161,-78.8339,696,America/New_York
10582,DE,SN,50.7333,13.75,877,Europe/Berlin
85818,CL,LL,-41.9,-73.8,114,America/Santiago
11028,AT,NO,48.2,15.6167,272,Europe/Vienna
D1411,DE,TH,50.5309,10.048,745,Europe/Berlin
80318,CO,CAQ,2.15,-74.8,300,America/Bogota
KFKN0,US,VA,36.6981,-76.9038,12,America/New_York
94812,AU,SA,-37.1667,139.75,3,Australia/Adelaide
B20FC,CA,BC,49.63,-115.96,889,America/Edmonton
91831,CK,,-18.8333,-159.7667,5,Pacific/Rarotonga
70580,US,NV,40.8249,-115.7917,1567,America/Los_Angeles
72477,US,NV,39.6042,-116.0051,1816,America/Los_Angeles
31513,RU,AMU,50.9167,128.4667,178,Asia/Yakutsk
GRL7R,CA,AB,53.26,-113.17,765,America/Edmonton
K3LF0,US,IL,39.1625,-89.6746,210,America/Chicago
KPGD0,US,FL,26.9189,-81.9909,8,America/New_York
46736,TW,KM,24.4333,118.3667,9,Asia/Taipei
93845,NZ,SO,-46.4167,168.3333,0,Pacific/Auckland
KHIB0,US,MN,47.3866,-92.839,413,America/Chicago
42925,IN,MM,20.55,74.5333,436,Asia/Kolkata
86838,BR,SP,-21.3192,-50.9303,374,America/Sao_Paulo
12847,HU,KE,47.75,18.6,108,Europe/Budapest
12235,PL,PM,53.7,17.55,172,Europe/Warsaw
86867,BR,SP,-22.4708,-48.5569,543,America/Sao_Paulo
40732,IR,MZD,36.9,50.6667,-23,Asia/Tehran
D0714,DE,BB,52.3653,14.2474,46,Europe/Berlin
KTTN0,US,NJ,40.2767,-74.8135,65,America/New_York
48376,TH,TK,16.8833,99.15,121,Asia/Bangkok
47605,JP,IS,36.5833,136.6333,6,Asia/Tokyo
7NQ3H,CA,NU,82.52,-62.28,30,America/Pangnirtung
64960,CM,ES,3.9667,13.2,693,Africa/Douala
F6QYX,CA,SK,49.13,-109.1,975,America/Swift_Current
VVFJI,DE,RP,49.9186,7.0664,120,Europe/Berlin
OB41Q,CA,AB,50.6,-112.3,810,America/Edmonton
82789,BR,PE,-7.85,-38.1333,1020,America/Maceio
43013,IN,MM,19.8833,75.3333,579,Asia/Kolkata
87553,AR,B,-34.45,-58.5833,3,America/Argentina/Buenos_Aires
27947,RU,TAM,52.8,41.3333,139,Europe/Moscow
40001,SY,HA,37.05,41.2167,455,Asia/Damascus
14015,SI,,46.0667,14.5167,299,Europe/Ljubljana
72479,US,UT,39.3806,-112.5077,1451,America/Denver
95581,AU,QLD,-27.7,153.2,10,Australia/Brisbane
72652,US,SD,43.0667,-98.5333,453,America/Chicago
34555,RU,VGG,48.3333,43.1167,77,Europe/Samara
KYKN0,US,SD,42.9167,-97.3859,398,America/Chicago
42463,IN,UP,25.45,78.5833,250,Asia/Kolkata
72394,US,CA,34.9,-120.4667,79,America/Los_Angeles
04340,GL,SE,70.4167,-21.9667,41,America/Scoresbysund
71852,CA,MB,49.9,-97.2333,239,America/Winnipeg
KTOB0,US,MN,44.018,-92.8315,398,America/Chicago
31710,RU,YEV,47.95,132.6167,56,Asia/Vladivostok
38222,KZ,ZHA,43.7,73.7833,456,Asia/Almaty
10947,DE,BY,47.9833,10.2333,634,Europe/Berlin
97690,ID,PA,-2.5667,140.4833,99,Asia/Jayapura
KMQI0,US,NC,35.919,-75.6955,4,America/New_York
28224,RU,PER,58.0167,56.3,0,Asia/Yekaterinburg
30971,RU,CHI,50.9167,117.9333,807,Asia/Yakutsk
KLCK0,US,OH,39.8138,-82.9278,227,America/New_York
D6268,DE,TH,50.7577,11.5178,172,Europe/Berlin
FALE0,ZA,NL,-29.6108,31.1186,72,Africa/Johannesburg
71486,CA,AB,52.93,-118.03,1020,America/Edmonton
61024,NE,AG,16.9667,7.9833,501,Africa/Niamey
KWST0,US,RI,41.3496,-71.8034,25,America/New_York
56964,CN,YN,22.7667,100.9833,1303,Asia/Chongqing
43303,IN,TN,12.9167,79.15,213,Asia/Kolkata
FAPM0,ZA,KN,-29.65,30.4,739,Africa/Lusaka
54423,CN,HB,40.9667,117.9333,374,Asia/Shanghai
67779,ZW,MC,-16.7833,31.5833,965,Africa/Harare
95960,AU,TAS,-41.2,146.4,10,Australia/Hobart
40737,IR,MZD,36.45,52.8167,12,Asia/Tehran
67295,MZ,MN,-19.1167,33.4667,731,Africa/Maputo
38750,TM,,37.4667,53.6333,-23,Asia/Ashgabat
KAVK0,US,OK,36.7732,-98.6699,449,America/Chicago
PFCL0,US,AK,58.8337,-158.5294,24,America/Anchorage
37627,AM,VL,41.0592,44.6136,1110,Asia/Yerevan
12882,HU,HB,47.4833,21.6,108,Europe/Budapest
SGPG0,PY,BQ,-22.6619,-61.5114,209,America/Asuncion
02737,FI,,63.8167,24.1667,83,Europe/Helsinki
83179,BR,BA,-11.0833,-43.1667,402,America/Bahia
63459,ET,AF,8.98,40.17,1052,Africa/Addis_Ababa
17026,TR,SIN,42.0333,35.1667,32,Europe/Istanbul
KVLA0,US,IL,38.9915,-89.1662,164,America/Chicago
CYPD0,CA,NS,45.65,-61.3833,115,America/Halifax
68744,ZA,EC,-32.1667,25.6167,927,Africa/Lusaka
KCVN0,US,NM,34.4251,-103.0793,1285,America/Denver
KCIR0,US,IL,37.0645,-89.2196,98,America/Chicago
BGGN0,GL,,69.25,-53.5,0,America/Godthab
41255,OM,DA,22.8592,57.5464,460,Asia/Muscat
71304,CA,BC,50.1428,-123.1064,922,America/Vancouver
D4413,DE,BY,47.9767,11.4693,557,Europe/Berlin
25138,RU,CHU,68.1167,164.1667,98,Asia/Anadyr
56671,CN,SC,26.65,102.25,1788,Asia/Chongqing
83927,BR,RS,-29.75,-57.0833,62,America/Sao_Paulo
D3777,DE,NI,52.2467,10.9592,110,Europe/Berlin
65432,GH,BA,7.75,-2.1,339,Africa/Accra
KCDW0,US,NJ,40.8752,-74.2814,52,America/New_York
